Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Performance_Category,Study_Efficiency,Engagement_Score,Sleep_Study_Ratio,Support_Score,Academic_Readiness
35,68,0,2,1,5.0,64,1,1,0,2,0,0,2,4,1,0,0,0,Medium,1.7777777777777777,23.8,0.1388888888888889,1.25,0.406
22,82,1,1,1,9.0,93,0,1,2,0,1,0,1,2,0,0,0,0,Medium,4.043478260869565,18.04,0.391304347826087,0.75,0.44700000000000006
28,61,2,1,0,7.0,76,2,1,1,1,2,0,2,4,0,0,1,0,Medium,2.6206896551724137,17.08,0.2413793103448276,1.25,0.6415000000000001
19,91,1,2,0,7.0,57,0,1,3,2,2,0,0,3,0,0,1,1,Medium,2.85,17.29,0.35,1.5,0.34049999999999997
23,83,0,0,0,8.0,85,1,1,2,0,1,1,1,2,1,0,0,0,Low,3.5416666666666665,19.09,0.3333333333333333,0.25,0.565
25,85,1,1,0,8.0,58,1,1,2,1,2,0,1,4,0,1,0,0,High,2.230769230769231,21.25,0.3076923076923077,1.0,0.457
27,62,2,1,0,6.0,53,0,1,1,1,1,0,2,2,0,0,1,0,Low,1.8928571428571428,16.74,0.21428571428571427,1.25,0.24950000000000003
26,68,1,1,0,8.0,63,1,1,2,0,2,0,2,3,0,0,0,0,Low,2.3333333333333335,17.68,0.2962962962962963,0.75,0.47700000000000004
25,63,0,1,0,8.0,58,1,1,1,2,1,0,2,1,0,1,0,1,Low,2.230769230769231,15.75,0.3076923076923077,1.0,0.4195
18,72,2,2,1,7.0,80,2,1,1,2,2,0,0,2,1,0,1,1,Low,4.2105263157894735,12.96,0.3684210526315789,1.75,0.6575000000000001
17,85,1,1,1,9.0,74,1,1,1,1,1,1,1,2,0,0,0,0,Medium,4.111111111111111,14.45,0.5,1.0,0.48349999999999993
22,83,1,0,1,8.0,86,1,1,3,1,0,0,0,4,0,0,0,0,Medium,3.739130434782609,18.26,0.34782608695652173,0.75,0.6065
26,84,1,1,0,8.0,76,1,1,5,1,2,0,1,2,0,0,1,0,High,2.814814814814815,21.84,0.2962962962962963,1.0,0.6415000000000001
19,82,2,0,0,9.0,71,1,1,1,0,2,1,1,3,0,1,0,1,Medium,3.55,15.58,0.45,0.75,0.4714999999999999
26,71,2,1,1,7.0,76,1,1,3,0,1,0,2,2,0,2,1,0,Medium,2.814814814814815,18.46,0.25925925925925924,1.0,0.5665
29,70,1,0,1,7.0,72,0,1,1,1,1,0,2,4,0,1,0,0,Medium,2.4,20.3,0.23333333333333334,0.75,0.32549999999999996
15,65,0,2,1,8.0,52,1,1,4,0,1,1,1,3,1,0,1,1,Low,3.25,9.75,0.5,0.75,0.508
15,94,1,1,0,7.0,84,1,1,0,1,2,0,2,2,0,0,1,0,Medium,5.25,14.1,0.4375,1.0,0.486
19,85,1,0,1,8.0,98,1,1,2,1,0,1,1,4,0,0,0,1,Medium,4.9,16.15,0.4,0.75,0.617
22,67,0,1,1,6.0,71,0,1,1,1,2,0,1,4,0,1,1,0,Low,3.0869565217391304,14.74,0.2608695652173913,0.75,0.32149999999999995
17,67,1,1,1,4.0,71,1,1,3,1,2,0,0,2,0,0,1,1,Low,3.9444444444444446,11.39,0.2222222222222222,1.0,0.5465
28,95,0,1,0,8.0,52,2,1,3,2,2,0,0,4,0,1,0,0,High,1.793103448275862,26.6,0.27586206896551724,1.0,0.6205
23,90,2,1,0,5.0,95,0,1,2,0,1,0,0,2,0,0,1,0,Medium,3.9583333333333335,20.7,0.20833333333333334,1.0,0.455
20,86,0,2,0,6.0,96,1,1,1,2,0,0,1,2,1,0,2,0,Low,4.571428571428571,17.2,0.2857142857142857,1.25,0.5715
11,76,1,1,1,8.0,91,0,1,1,2,2,1,1,3,1,1,0,1,Low,7.583333333333333,8.36,0.6666666666666666,1.25,0.4015
12,70,0,1,1,8.0,55,1,1,2,1,2,0,0,4,0,0,0,1,Low,4.230769230769231,8.4,0.6153846153846154,0.75,0.445
22,99,1,2,1,9.0,95,1,1,2,0,0,0,0,4,1,0,0,0,High,4.130434782608695,21.78,0.391304347826087,1.0,0.605
7,92,0,1,1,4.0,51,1,1,0,2,1,0,2,1,0,0,0,1,Low,6.375,6.44,0.5,1.0,0.354
26,72,1,0,0,7.0,72,0,1,2,1,0,0,1,4,0,0,0,1,Low,2.6666666666666665,18.72,0.25925925925925924,0.75,0.363
19,94,2,0,1,7.0,75,1,1,2,2,1,0,0,5,0,1,0,1,High,3.75,17.86,0.35,1.25,0.525
39,90,2,2,0,8.0,92,2,1,2,1,2,1,1,1,0,0,0,1,High,2.3,35.1,0.2,1.5,0.743
34,72,1,2,1,9.0,88,0,1,1,2,1,1,2,3,0,2,0,0,High,2.5142857142857142,24.48,0.2571428571428571,1.5,0.3895
19,77,0,1,0,5.0,90,0,1,1,0,2,1,1,3,0,1,0,1,Low,4.5,14.63,0.25,0.5,0.3975
19,67,0,1,1,7.0,93,2,1,0,1,1,0,2,4,0,2,0,0,Low,4.65,12.73,0.35,0.75,0.672
26,64,2,0,1,8.0,74,0,1,3,1,2,0,1,2,0,0,0,0,Low,2.740740740740741,16.64,0.2962962962962963,1.0,0.4085
30,89,1,1,0,6.0,89,1,1,3,2,1,0,1,3,0,2,1,0,High,2.870967741935484,26.7,0.1935483870967742,1.25,0.6185
10,71,1,0,0,10.0,53,0,1,4,2,1,1,2,3,0,0,0,1,Low,4.818181818181818,7.1,0.9090909090909091,1.0,0.362
9,93,2,0,1,6.0,72,0,1,1,1,1,0,2,2,0,1,0,1,Low,7.2,8.37,0.6,1.0,0.32549999999999996
16,100,2,2,0,7.0,52,1,1,4,0,1,0,0,4,0,0,0,1,High,3.0588235294117645,16.0,0.4117647058823529,1.25,0.508
23,63,2,1,1,5.0,96,1,1,2,2,1,0,1,2,0,0,0,1,Medium,4.0,14.49,0.20833333333333334,1.5,0.609
23,79,2,0,1,7.0,98,0,1,0,1,2,0,1,4,0,1,0,1,Medium,4.083333333333333,18.17,0.2916666666666667,1.0,0.392
26,92,1,2,0,4.0,54,1,1,2,2,1,0,2,4,0,0,1,0,High,2.0,23.92,0.14814814814814814,1.5,0.441
13,92,2,2,1,7.0,77,1,1,2,2,1,0,2,4,0,2,0,0,High,5.5,11.96,0.5,1.75,0.533
6,90,1,1,1,9.0,66,1,1,2,1,2,0,2,2,0,0,2,0,Low,9.428571428571429,5.4,1.2857142857142858,1.0,0.48900000000000005
25,74,2,2,0,5.0,67,2,1,1,1,1,0,2,5,0,2,0,0,High,2.576923076923077,18.5,0.19230769230769232,1.5,0.6055
15,78,1,1,0,5.0,73,1,1,0,2,2,1,2,1,1,1,0,0,Low,4.5625,11.7,0.3125,1.25,0.44199999999999995
8,84,1,0,1,9.0,56,0,1,1,0,1,0,2,2,0,0,1,0,Low,6.222222222222222,6.72,1.0,0.5,0.2615
21,99,1,0,1,9.0,59,0,1,1,2,2,0,0,2,0,1,1,1,Medium,2.6818181818181817,20.79,0.4090909090909091,1.0,0.27349999999999997
25,73,0,1,1,5.0,79,1,1,1,0,1,1,1,5,0,0,1,1,Low,3.0384615384615383,18.25,0.19230769230769232,0.5,0.5035000000000001
19,97,1,0,1,10.0,51,2,1,3,0,2,0,1,4,0,1,2,1,Medium,2.55,18.43,0.5,0.5,0.6165
17,71,1,1,0,8.0,80,0,1,2,2,0,0,1,3,0,0,0,1,Low,4.444444444444445,12.07,0.4444444444444444,1.25,0.3950000000000001
19,100,1,0,1,9.0,66,2,1,1,2,1,0,0,4,1,2,1,0,Medium,3.3,19.0,0.45,1.0,0.6015
18,87,1,1,1,6.0,92,0,1,1,0,1,1,1,4,0,0,0,1,Medium,4.842105263157895,15.66,0.3157894736842105,0.75,0.4055
12,79,1,0,0,9.0,80,0,1,1,2,1,0,2,2,0,1,1,0,Low,6.153846153846154,9.48,0.6923076923076923,1.0,0.35750000000000004
16,85,0,1,0,7.0,85,2,1,1,1,2,0,1,2,0,0,0,0,Low,5.0,13.6,0.4117647058823529,0.75,0.6775
23,71,1,1,0,7.0,56,0,1,1,1,1,1,2,4,0,0,0,1,Low,2.3333333333333335,16.33,0.2916666666666667,1.0,0.2615
22,71,2,1,1,8.0,63,1,1,2,1,2,0,0,2,0,0,1,0,Low,2.739130434782609,15.62,0.34782608695652173,1.25,0.47700000000000004
21,65,1,1,0,6.0,100,1,1,3,1,1,0,1,4,0,2,0,0,Medium,4.545454545454546,13.65,0.2727272727272727,1.0,0.6625000000000001
14,65,1,2,1,5.0,72,0,1,3,0,2,1,0,2,0,0,0,0,Low,4.8,9.1,0.3333333333333333,1.0,0.40049999999999997
19,74,1,2,1,7.0,68,1,1,2,0,2,0,0,2,0,0,0,1,Low,3.4,14.06,0.35,1.0,0.49700000000000005
7,91,2,1,0,7.0,94,2,0,3,2,1,0,1,3,0,2,1,1,Medium,11.75,6.37,0.875,1.25,0.7885
21,84,1,1,1,6.0,52,1,1,2,2,2,0,0,5,0,0,1,0,Medium,2.3636363636363638,17.64,0.2727272727272727,1.25,0.433
29,64,0,1,0,9.0,77,1,1,0,0,2,0,0,2,0,0,1,1,Low,2.566666666666667,18.56,0.3,0.5,0.4580000000000001
11,94,2,0,1,10.0,61,1,1,1,1,0,0,1,3,0,1,1,0,Low,5.083333333333333,10.34,0.8333333333333334,1.0,0.4315
16,84,2,0,0,6.0,68,0,0,3,1,1,1,1,3,0,0,0,0,Low,4.0,13.44,0.35294117647058826,0.75,0.3845
22,98,2,1,1,7.0,60,1,1,1,2,1,0,2,1,0,0,0,0,High,2.608695652173913,21.56,0.30434782608695654,1.5,0.4275
28,87,1,1,0,6.0,52,1,1,4,0,0,1,1,3,0,2,0,1,High,1.793103448275862,24.36,0.20689655172413793,0.75,0.508
17,67,2,0,0,10.0,71,1,1,1,1,1,0,2,3,0,0,0,0,Low,3.9444444444444446,11.39,0.5555555555555556,1.0,0.4714999999999999
16,79,1,1,0,8.0,89,1,1,0,0,2,1,1,4,0,0,0,0,Low,5.235294117647059,12.64,0.47058823529411764,0.75,0.506
8,86,2,0,1,8.0,98,0,1,1,0,1,1,1,1,0,1,0,0,Low,10.88888888888889,6.88,0.8888888888888888,0.75,0.4295
21,61,2,2,0,9.0,81,1,1,1,1,1,1,1,3,0,2,0,0,Low,3.6818181818181817,12.81,0.4090909090909091,1.5,0.5115000000000001
32,61,2,1,1,7.0,69,2,1,0,2,1,0,2,3,0,0,1,1,Medium,2.090909090909091,19.52,0.21212121212121213,1.5,0.576
22,65,1,0,1,7.0,88,0,0,2,1,1,0,2,4,0,1,0,0,Low,3.8260869565217392,14.3,0.30434782608695654,0.5,0.42700000000000005
20,70,2,1,0,9.0,75,0,1,3,1,1,0,1,4,0,1,1,0,Low,3.5714285714285716,14.0,0.42857142857142855,1.25,0.41250000000000003
22,77,0,1,1,8.0,68,1,1,3,2,2,0,2,4,0,0,1,0,Medium,2.9565217391304346,16.94,0.34782608695652173,1.0,0.5345
20,79,0,1,1,6.0,59,1,1,0,0,1,0,2,2,0,0,1,0,Low,2.8095238095238093,15.8,0.2857142857142857,0.5,0.386
15,66,1,1,0,6.0,90,0,1,2,1,1,0,0,3,0,1,2,1,Low,5.625,9.9,0.375,1.0,0.43500000000000005
25,87,1,1,1,6.0,75,1,0,0,0,1,1,1,2,1,0,0,0,Medium,2.8846153846153846,21.75,0.23076923076923078,0.5,0.45000000000000007
21,84,0,2,0,9.0,98,1,1,1,0,1,0,0,3,0,0,1,0,Medium,4.454545454545454,17.64,0.4090909090909091,0.75,0.5795
20,72,1,1,0,9.0,90,0,1,1,1,1,1,1,2,0,2,1,0,Low,4.285714285714286,14.4,0.42857142857142855,1.0,0.3975
14,61,0,1,1,10.0,71,1,0,2,0,1,0,1,4,0,0,0,0,Low,4.733333333333333,8.54,0.6666666666666666,0.25,0.5089999999999999
28,63,1,2,1,6.0,87,0,1,0,0,1,0,2,2,0,0,1,1,Low,3.0,17.64,0.20689655172413793,1.0,0.34800000000000003
24,76,2,0,0,7.0,73,1,1,4,1,1,0,1,2,0,0,0,1,Medium,2.92,18.24,0.28,1.0,0.592
17,66,2,1,0,6.0,54,1,1,2,2,0,0,2,3,1,0,0,1,Low,3.0,11.22,0.3333333333333333,1.5,0.441
26,75,1,0,1,7.0,76,1,1,2,1,1,0,1,3,0,1,0,0,Medium,2.814814814814815,19.5,0.25925925925925924,0.75,0.529
17,85,2,0,1,8.0,93,0,1,2,1,2,0,2,3,0,1,2,1,Medium,5.166666666666667,14.45,0.4444444444444444,1.0,0.44700000000000006
15,82,1,1,1,7.0,93,1,1,3,0,2,0,0,2,0,0,1,1,Low,5.8125,12.3,0.4375,0.75,0.6345000000000001
15,69,2,0,0,9.0,79,0,1,1,1,1,1,2,2,0,0,1,1,Low,4.9375,10.35,0.5625,1.0,0.35350000000000004
9,74,1,0,0,6.0,69,0,1,3,0,1,1,2,2,0,0,1,1,Low,6.9,6.66,0.6,0.5,0.38849999999999996
23,85,2,1,1,8.0,51,0,1,0,2,0,0,0,4,0,1,0,1,Medium,2.125,19.55,0.3333333333333333,1.5,0.20400000000000001
9,94,2,0,0,6.0,66,0,1,0,0,2,0,2,3,0,1,0,0,Low,6.6,8.46,0.6,0.75,0.264
13,90,1,2,0,4.0,99,2,1,1,2,1,0,1,4,1,1,1,0,Medium,7.071428571428571,11.7,0.2857142857142857,1.5,0.7334999999999999
8,82,1,1,1,5.0,86,1,0,0,0,1,0,0,3,0,2,0,1,Low,9.555555555555555,6.56,0.5555555555555556,0.5,0.494
19,74,1,1,0,7.0,86,2,1,1,2,1,1,2,3,0,2,0,0,Medium,4.3,14.06,0.35,1.25,0.6815
19,75,1,2,0,10.0,88,0,1,0,0,2,0,2,2,0,0,0,1,Low,4.4,14.25,0.5,1.0,0.35200000000000004
18,95,1,1,0,6.0,81,1,1,0,0,1,0,2,3,1,0,0,1,Medium,4.2631578947368425,17.1,0.3157894736842105,0.75,0.4740000000000001
14,62,1,2,1,7.0,79,0,1,2,1,1,1,2,2,0,0,1,1,Low,5.266666666666667,8.68,0.4666666666666667,1.25,0.39100000000000007
13,100,1,0,1,8.0,73,0,1,1,0,1,0,1,3,0,2,0,0,Medium,5.214285714285714,13.0,0.5714285714285714,0.5,0.32949999999999996
23,87,1,2,0,6.0,72,1,1,1,0,2,1,0,3,0,1,1,0,Medium,3.0,20.01,0.25,1.0,0.4754999999999999
17,87,2,2,1,6.0,94,1,1,2,0,1,1,1,3,0,0,1,0,High,5.222222222222222,14.79,0.3333333333333333,1.25,0.601
22,62,2,1,1,7.0,70,0,1,4,0,1,0,0,2,0,1,0,1,Low,3.0434782608695654,13.64,0.30434782608695654,1.0,0.42999999999999994
15,84,0,1,1,6.0,92,1,1,3,1,1,0,2,3,0,1,0,1,Medium,5.75,12.6,0.375,0.75,0.6305000000000001
21,79,1,2,0,4.0,92,0,1,0,0,1,0,0,2,0,2,0,1,Medium,4.181818181818182,16.59,0.18181818181818182,1.0,0.36800000000000005
28,64,0,1,1,6.0,89,1,1,0,0,0,0,1,4,0,1,2,0,Low,3.0689655172413794,17.92,0.20689655172413793,0.5,0.506
24,71,0,1,0,8.0,52,1,0,2,1,1,0,0,3,0,1,0,1,Low,2.08,17.04,0.32,0.5,0.433
18,96,1,0,1,8.0,57,1,1,1,1,1,0,0,2,0,0,0,1,Medium,3.0,17.28,0.42105263157894735,0.75,0.4155
22,82,2,0,0,9.0,66,1,1,1,0,2,1,0,3,0,0,1,0,Low,2.869565217391304,18.04,0.391304347826087,0.75,0.4515
19,77,2,0,1,9.0,92,1,1,2,0,1,0,2,4,0,0,0,1,Medium,4.6,14.63,0.45,0.75,0.593
20,63,1,1,1,6.0,94,1,0,2,1,1,0,1,3,0,0,2,1,Low,4.476190476190476,12.6,0.2857142857142857,0.75,0.601
18,89,1,1,1,6.0,52,1,1,3,2,2,0,2,3,0,0,1,1,Medium,2.736842105263158,16.02,0.3157894736842105,1.25,0.4705
19,88,2,2,0,6.0,66,1,1,3,1,1,0,2,2,0,0,0,1,High,3.3,16.72,0.3,1.5,0.5265
21,85,2,1,1,7.0,93,1,1,0,2,1,0,1,4,0,0,1,0,High,4.2272727272727275,17.85,0.3181818181818182,1.5,0.522
14,80,2,1,0,6.0,62,1,1,0,2,1,1,0,2,0,2,0,0,Low,4.133333333333334,11.2,0.4,1.5,0.398
14,77,0,0,0,7.0,99,0,1,2,1,1,0,2,2,0,2,1,1,Low,6.6,10.78,0.4666666666666667,0.5,0.47100000000000003
12,84,1,2,1,6.0,74,2,1,1,1,2,0,0,3,0,1,1,1,Medium,5.6923076923076925,10.08,0.46153846153846156,1.25,0.6335
10,69,0,1,0,8.0,97,1,1,1,1,1,1,0,3,0,0,0,1,Low,8.818181818181818,6.9,0.7272727272727273,0.75,0.5755
13,98,1,2,1,6.0,71,1,1,1,0,2,1,2,1,0,1,0,1,High,5.071428571428571,12.74,0.42857142857142855,1.0,0.4714999999999999
21,84,2,0,0,6.0,66,2,1,2,2,1,1,2,4,1,1,2,0,Medium,3.0,17.64,0.2727272727272727,1.25,0.639
15,72,1,1,1,8.0,68,2,1,0,1,1,0,2,2,0,0,0,1,Low,4.25,10.8,0.5,1.0,0.5720000000000001
23,78,2,1,0,8.0,94,1,1,1,2,1,1,1,2,1,0,1,0,Medium,3.9166666666666665,17.94,0.3333333333333333,1.5,0.5635
20,92,1,0,0,7.0,67,0,1,1,1,1,0,2,5,0,0,0,0,Medium,3.1904761904761907,18.4,0.3333333333333333,0.75,0.3055
8,66,2,2,1,8.0,83,1,1,0,0,1,1,2,4,0,1,0,0,Low,9.222222222222221,5.28,0.8888888888888888,1.25,0.482
24,72,0,1,1,8.0,73,0,1,1,0,1,0,2,2,0,1,1,1,Low,2.92,17.28,0.32,0.5,0.32949999999999996
25,87,0,1,1,10.0,97,1,1,4,0,0,1,1,3,1,0,0,1,Medium,3.730769230769231,21.75,0.38461538461538464,0.5,0.6880000000000001
14,73,1,2,0,7.0,58,1,1,2,0,2,0,0,2,0,1,1,0,Low,3.8666666666666667,10.22,0.4666666666666667,1.0,0.457
23,92,0,1,1,7.0,71,1,1,1,0,1,0,1,3,0,1,0,0,Medium,2.9583333333333335,21.16,0.2916666666666667,0.5,0.4714999999999999
15,65,2,0,1,7.0,56,1,0,3,2,1,1,2,3,1,0,0,1,Low,3.5,9.75,0.4375,1.0,0.4865
21,91,0,2,1,7.0,79,1,1,2,0,1,1,1,3,0,1,2,1,Medium,3.590909090909091,19.11,0.3181818181818182,0.75,0.541
12,63,2,1,0,7.0,70,0,1,1,2,0,0,2,3,0,1,0,1,Low,5.384615384615385,7.56,0.5384615384615384,1.5,0.31749999999999995
9,61,0,2,1,7.0,53,1,1,0,1,1,0,2,2,1,2,2,0,Low,5.3,5.49,0.7,1.0,0.362
18,96,1,2,1,7.0,92,1,1,2,1,1,0,2,3,0,0,2,0,High,4.842105263157895,17.28,0.3684210526315789,1.25,0.593
19,83,2,0,0,7.0,69,1,1,5,1,1,1,2,2,0,2,2,0,Medium,3.45,15.77,0.35,1.0,0.6134999999999999
18,74,2,1,0,7.0,75,2,1,1,2,2,0,2,3,0,2,1,0,Medium,3.9473684210526314,13.32,0.3684210526315789,1.5,0.6375000000000001
13,69,1,0,0,7.0,70,1,1,0,1,2,1,0,2,0,1,0,0,Low,5.0,8.97,0.5,0.75,0.42999999999999994
18,85,2,1,1,7.0,74,1,1,3,0,1,1,0,2,0,1,2,0,Medium,3.8947368421052633,15.3,0.3684210526315789,1.0,0.5585
22,80,1,2,1,7.0,51,1,1,2,1,1,0,0,3,0,2,0,0,Medium,2.217391304347826,17.6,0.30434782608695654,1.25,0.429
20,100,1,1,1,7.0,91,1,1,3,0,1,0,2,3,0,0,0,0,High,4.333333333333333,20.0,0.3333333333333333,0.75,0.6265000000000001
21,99,2,0,1,7.0,67,1,1,1,1,1,1,0,4,0,1,0,1,High,3.0454545454545454,20.79,0.3181818181818182,1.0,0.4555
16,85,1,1,1,7.0,86,0,0,3,1,1,0,2,2,0,0,0,0,Medium,5.0588235294117645,13.6,0.4117647058823529,0.75,0.4565
27,78,1,1,0,7.0,53,1,1,3,1,1,1,1,4,1,2,1,0,Medium,1.8928571428571428,21.06,0.25,1.0,0.4745
13,80,1,1,0,7.0,76,1,1,0,2,1,0,1,2,0,0,0,1,Low,5.428571428571429,10.4,0.5,1.25,0.45400000000000007
23,87,1,2,0,7.0,95,2,1,3,2,1,1,2,0,0,0,0,1,High,3.9583333333333335,20.01,0.2916666666666667,1.5,0.7925
27,64,0,1,1,7.0,70,1,1,0,0,2,0,2,4,0,0,0,1,Low,2.5,17.28,0.25,0.5,0.42999999999999994
23,73,0,2,0,7.0,60,2,1,1,1,1,1,2,2,0,2,0,1,Medium,2.5,16.79,0.2916666666666667,1.0,0.5775
19,63,2,1,1,7.0,55,0,1,0,1,1,1,2,4,0,1,1,1,Low,2.75,11.97,0.35,1.25,0.22000000000000003
17,63,1,1,1,7.0,93,1,1,0,0,1,0,2,2,1,2,0,1,Low,5.166666666666667,10.71,0.3888888888888889,0.75,0.522
26,68,1,1,1,7.0,62,2,1,4,1,1,0,1,2,0,2,0,1,Medium,2.2962962962962963,17.68,0.25925925925925924,1.0,0.6980000000000001
11,79,2,2,1,7.0,99,1,1,1,2,0,0,2,3,0,0,0,1,Medium,8.25,8.69,0.5833333333333334,1.75,0.5835
14,91,1,1,1,7.0,62,1,1,2,0,2,0,1,2,0,1,0,0,Medium,4.133333333333334,12.74,0.4666666666666667,0.75,0.47300000000000003
18,79,2,2,1,7.0,74,1,1,3,0,1,0,2,4,0,0,0,0,Medium,3.8947368421052633,14.22,0.3684210526315789,1.25,0.5585
27,73,2,2,1,7.0,73,2,1,5,2,2,0,0,3,0,0,0,1,High,2.607142857142857,19.71,0.25,1.75,0.7795
22,63,2,2,1,7.0,53,2,1,3,0,2,0,0,2,0,0,0,0,Low,2.3043478260869565,13.86,0.30434782608695654,1.25,0.6245
14,82,1,1,1,7.0,77,1,1,3,1,1,0,2,3,0,1,0,1,Medium,5.133333333333334,11.48,0.4666666666666667,1.0,0.5705
18,71,1,1,0,7.0,84,1,1,2,1,0,0,1,2,0,2,0,0,Low,4.421052631578948,12.78,0.3684210526315789,1.0,0.5609999999999999
16,85,1,1,0,7.0,87,2,1,4,0,1,1,0,3,0,0,2,0,Medium,5.117647058823529,13.6,0.4117647058823529,0.75,0.798
16,99,1,1,0,7.0,76,0,1,2,1,1,1,2,4,0,1,0,1,High,4.470588235294118,15.84,0.4117647058823529,1.0,0.37900000000000006
26,64,1,2,0,7.0,91,1,1,1,0,1,1,1,4,0,0,1,0,Low,3.3703703703703702,16.64,0.25925925925925924,1.0,0.5515
12,68,1,2,0,7.0,88,2,1,3,0,1,0,0,3,0,2,1,1,Low,6.769230769230769,8.16,0.5384615384615384,1.0,0.7645
30,79,1,2,0,7.0,60,1,1,1,0,1,0,1,3,0,0,0,1,Medium,1.935483870967742,23.7,0.22580645161290322,1.0,0.4275
25,99,0,1,0,7.0,70,1,1,1,1,1,0,2,5,0,1,2,1,High,2.6923076923076925,24.75,0.2692307692307692,0.75,0.4674999999999999
27,91,1,0,0,7.0,57,1,1,0,0,0,1,1,4,0,2,1,0,Medium,2.0357142857142856,24.57,0.25,0.5,0.378
17,96,2,1,0,7.0,57,0,1,2,1,1,1,0,3,0,1,1,1,Medium,3.1666666666666665,16.32,0.3888888888888889,1.25,0.303
19,73,0,1,1,7.0,86,2,1,0,1,2,0,2,3,0,1,0,1,Low,4.3,13.87,0.35,0.75,0.644
11,100,0,2,0,7.0,77,1,1,2,1,2,0,2,3,0,2,0,1,High,6.416666666666667,11.0,0.5833333333333334,1.0,0.533
17,64,1,2,0,7.0,80,1,1,0,2,2,0,2,2,0,2,0,1,Low,4.444444444444445,10.88,0.3888888888888889,1.5,0.4700000000000001
23,62,1,0,1,7.0,87,1,1,1,1,1,0,0,4,0,0,0,1,Low,3.625,14.26,0.2916666666666667,0.75,0.5355
28,94,0,1,1,7.0,64,1,1,0,1,1,0,1,3,0,0,1,1,High,2.206896551724138,26.32,0.2413793103448276,0.75,0.406
13,97,0,1,1,7.0,70,1,1,0,2,1,1,1,2,0,2,1,1,Medium,5.0,12.61,0.5,1.0,0.42999999999999994
18,64,1,1,0,7.0,80,1,1,1,1,1,0,2,5,1,0,0,0,Low,4.2105263157894735,11.52,0.3684210526315789,1.0,0.5075000000000001
19,65,2,1,0,7.0,55,1,1,1,0,2,0,2,3,0,2,1,0,Low,2.75,12.35,0.35,1.0,0.4075
12,61,0,1,1,7.0,92,1,1,2,2,1,0,1,4,1,0,1,0,Low,7.076923076923077,7.32,0.5384615384615384,1.0,0.593
24,64,1,1,1,7.0,67,0,1,0,0,1,0,1,1,0,0,0,0,Low,2.68,15.36,0.28,0.75,0.268
16,68,1,2,0,7.0,83,2,1,2,0,2,0,2,2,0,0,0,1,Low,4.882352941176471,10.88,0.4117647058823529,1.0,0.707
19,99,0,0,0,7.0,100,1,1,0,2,0,1,0,3,0,2,0,0,Medium,5.0,18.81,0.35,0.75,0.55
17,87,1,2,1,7.0,74,0,1,1,0,2,1,1,3,0,1,1,1,Medium,4.111111111111111,14.79,0.3888888888888889,1.0,0.33349999999999996
15,91,1,1,0,7.0,61,1,0,1,1,2,0,2,2,0,0,1,0,Low,3.8125,13.65,0.4375,0.75,0.4315
20,91,2,2,1,7.0,61,0,1,4,0,1,0,2,2,0,2,0,0,High,2.9047619047619047,18.2,0.3333333333333333,1.25,0.394
19,81,1,2,1,7.0,53,1,1,2,2,1,0,2,3,0,0,0,0,Medium,2.65,15.39,0.35,1.5,0.437
18,92,1,1,0,7.0,88,1,1,3,2,1,0,1,2,0,0,1,0,Medium,4.631578947368421,16.56,0.3684210526315789,1.25,0.6145
16,84,1,1,0,7.0,65,0,1,1,2,2,0,0,3,0,0,1,0,Low,3.823529411764706,13.44,0.4117647058823529,1.25,0.2975
22,73,2,1,1,7.0,59,0,1,0,0,1,0,2,1,0,0,0,0,Low,2.5652173913043477,16.06,0.30434782608695654,1.0,0.236
30,82,0,1,1,7.0,86,0,1,2,0,2,0,1,4,0,0,0,1,High,2.774193548387097,24.6,0.22580645161290322,0.5,0.41900000000000004
21,81,1,1,1,7.0,65,2,1,1,1,1,0,2,2,0,1,1,0,Medium,2.9545454545454546,17.01,0.3181818181818182,1.0,0.5975
26,93,2,1,0,7.0,80,1,1,4,0,1,1,2,3,1,1,0,0,High,2.962962962962963,24.18,0.25925925925925924,1.0,0.6200000000000001
12,99,2,2,0,7.0,71,1,1,2,1,0,0,1,2,0,1,0,1,High,5.461538461538462,11.88,0.5384615384615384,1.5,0.5089999999999999
21,76,1,1,1,7.0,67,1,1,1,2,0,1,2,3,0,0,1,0,Low,3.0454545454545454,15.96,0.3181818181818182,1.25,0.4555
13,91,1,1,1,7.0,74,1,1,1,0,1,1,2,1,0,2,0,0,Medium,5.285714285714286,11.83,0.5,0.75,0.48349999999999993
11,64,1,1,1,7.0,66,1,1,2,0,1,0,2,2,0,1,1,0,Low,5.5,7.04,0.5833333333333334,0.75,0.48900000000000005
16,91,1,2,0,7.0,94,0,1,0,2,1,0,2,3,0,2,0,0,High,5.529411764705882,14.56,0.4117647058823529,1.5,0.376
27,75,1,0,1,7.0,54,0,1,2,1,1,0,0,3,0,2,0,1,Low,1.9285714285714286,20.25,0.25,0.75,0.29100000000000004
26,62,2,1,1,7.0,52,1,1,4,0,1,0,1,5,0,1,0,0,Medium,1.9259259259259258,16.12,0.25925925925925924,1.0,0.508
