message,severity,attributes,tags,timestamp
2026-05-28 14:36:52.080012: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.084357075Z
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.097511393Z
E0000 00:00:1779979012.095971       1 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.097517097Z
E0000 00:00:1779979012.100732       1 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.103621649Z
W0000 00:00:1779979012.115037       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.116708777Z
W0000 00:00:1779979012.115057       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.116717515Z
W0000 00:00:1779979012.115058       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.116724316Z
W0000 00:00:1779979012.115060       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.116731087Z
2026-05-28 14:36:52.119871: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.122065498Z
"To enable the following instructions: AVX2 AVX512F AVX512_VNNI AVX512_BF16 AVX512_FP16 AVX_VNNI AMX_TILE AMX_INT8 AMX_BF16 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:52.122071830Z
,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340125118Z
  import google.generativeai as genai,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340136043Z
/app/api_server.py:6: FutureWarning: ,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340157022Z
,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340162773Z
All support for the `google.generativeai` package has ended. It will no longer be receiving ,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340168178Z
updates or bug fixes. Please switch to the `google.genai` package as soon as possible.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340173611Z
See README for more details:,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340178763Z
,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340183993Z
https://github.com/google-gemini/deprecated-generative-ai-python/blob/main/README.md,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:55.340189330Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:56.748774587Z
"  File ""/app/api_server.py"", line 19, in <module>",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:56.748782980Z
"    from google_ai_client import get_inference_components, vertex_predict",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:56.748789575Z
ImportError: cannot import name 'get_inference_components' from 'google_ai_client' (/app/google_ai_client.py),error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:56.748796898Z
"2026-05-28 14:36:59.175560: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.176447619Z
"2026-05-28 14:36:59.176731: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:32] Could not find cuda drivers on your machine, GPU will not be used.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.177350677Z
"2026-05-28 14:36:59.180407: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:32] Could not find cuda drivers on your machine, GPU will not be used.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.182795329Z
2026-05-28 14:36:59.189585: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.191253267Z
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.211852423Z
E0000 00:00:1779979019.205829       1 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.211858345Z
E0000 00:00:1779979019.210765       1 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.211862704Z
W0000 00:00:1779979019.226254       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.229325945Z
W0000 00:00:1779979019.226274       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.229340771Z
W0000 00:00:1779979019.226275       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.229348438Z
W0000 00:00:1779979019.226276       1 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.229356700Z
2026-05-28 14:36:59.230626: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.235241725Z
"To enable the following instructions: AVX2 AVX512F AVX512_VNNI AVX512_BF16 AVX512_FP16 AVX_VNNI AMX_TILE AMX_INT8 AMX_BF16 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:36:59.235248191Z
/app/api_server.py:6: FutureWarning: ,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599808522Z
,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599816702Z
https://github.com/google-gemini/deprecated-generative-ai-python/blob/main/README.md,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599825458Z
All support for the `google.generativeai` package has ended. It will no longer be receiving ,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599837524Z
,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599842152Z
  import google.generativeai as genai,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599851760Z
updates or bug fixes. Please switch to the `google.genai` package as soon as possible.,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599856554Z
See README for more details:,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599864669Z
,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:02.599871522Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:03.896963870Z
"  File ""/app/api_server.py"", line 19, in <module>",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:03.896970567Z
"    from google_ai_client import get_inference_components, vertex_predict",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:03.896976514Z
ImportError: cannot import name 'get_inference_components' from 'google_ai_client' (/app/google_ai_client.py),error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:03.896981708Z
"2026-05-28 14:37:06.246148: I tensorflow/core/util/port.cc:153] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:06.255272536Z
"2026-05-28 14:37:06.247266: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:32] Could not find cuda drivers on your machine, GPU will not be used.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:06.255276958Z
"2026-05-28 14:37:06.250707: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:32] Could not find cuda drivers on your machine, GPU will not be used.",error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:06.255283757Z
2026-05-28 14:37:06.259514: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:06.260935684Z
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR,error,"{""level"":""error""}","{""project"":""0eed05d2-fde3-4cb9-bb42-53e21c4fbf35"",""environment"":""d0ddf1c2-b8e5-4716-a09d-aadeb1bbb3bd"",""service"":""e271ab98-84a6-487b-9560-2409f4cbfa58"",""deployment"":""ec83bef4-5c10-4db1-8206-eb2a4c5d343a"",""replica"":""eb52092d-25ab-4789-9909-4d692a6f304b""}",2026-05-28T14:37:06.284622787Z
